,Abstract,Class
14,"In recent years Cloud Robotics technology has been proposed to overcome the constraints imposed by the resources of standalone robots. We can imagine that in near future robots will be very present in everyday life and interact with humans, so it is necessary to guarantee that robots could make decisions even if the connection to the cloud is unavailable. It is then important to move the critical tasks on the edge devices in order to make them always accessible, not following the Cloud Robotics paradigm but the Dew Robotics one instead. In this paper we propose DewROS, a platform for Dew Robotics that uses monitoring entities to monitor the system status in order to adapt the application operating conditions. In particular in this work we describe the DewROS platform and its application in the case of video analysis in a surveillance scenario. The results provided in this paper demonstrate how DewROS allows us to exploit at their best the limited resources of our robots.",3
15,"While most robotics simulation libraries are built for low-dimensional and intrinsically serial tasks, soft-body and multi-agent robotics have created a demand for simulation environments that can model many interacting bodies in parallel. Despite the increasing interest in these fields, no existing simulation library addresses the challenge of providing a unified, highly-parallelized, GPU-accelerated interface for simulating large robotic systems. Titan is a versatile CUDA-based C++ robotics simulation library that employs a novel asynchronous computing model for GPU-accelerated simulations of robotics primitives. The innovative GPU architecture design permits simultaneous optimization and control on the CPU while the GPU runs asynchronously, enabling rapid topology optimization and reinforcement learning iterations. Kinematics are solved with a massively parallel integration scheme that incorporates constraints and environmental forces. We report dramatically improved performance over CPU baselines, simulating as many as 300 million primitive updates per second, while allowing flexibility for a wide range of research applications. We present several applications of Titan to high-performance simulations of soft-body and multi-agent robots.",3
16,Robotics and HSI in Robotics,3
17,Linear quadratic optimal control(LQOC) is a term to combine the control of optimal problems that including a linear of system with cost functional and input-state-output that is a form of quadratic of the input and state. The goal for this work is to given class of input functions by minimize this cost functional and to improve the stability for puma robotics. Puma Robotics has a complex movement with 6-degree of freedom and the challenging to assurance the stability with each of link of robotics to move without any mistake or issue. This work shows the stability of movement for Puma robotics with LQOC with MATLAB codes.,3
18,"Cranial neuro-navigation has become an integral part of contemporary neurosurgery, and is often practiced as an intensive manual process with the available clinical information. The neurosurgeons decide the craniotomy path referring to a non real time radiographic images, often leading to impromptu deviation in the surgical plan. The real time visualization of underlying structures are unavailable and the procedure highly rely on the expertise of the surgeon. Hence an alternate and effective method with minimal human intervention in the surgical space is needed for practicing neurosurgical craniotomy procedures. In this paper, an autonomous image guided neuro-navigation system is proposed for robotic neurosurgical procedures towards making the overall process efficient and error free. The presurgical and the intraoperative three dimensional data of the patient under investigation are acquired and a formal craniotomy path is decided by the neurosurgeon post co-registration of two modality of patient’s data. A novel registration work flow is incorporated in the autonomous system that require no reference implantable fiducials and is implemented in two stages. In the proposed registration scheme, the initial coarse alignment of 3D data is accomplished using local shape feature descriptors which is further refined by point to point registration. The developed navigation guidance system was then validated in an experimental setup with a needle fixed to a movable drilling head. The experimental results demonstrated successful positioning of the needle over the specified annotated point, with an acceptable accuracy, as referred and driven by 3D reconstructed model derived from the set of radiographic images.",3
19,"This paper presents a novel telepresence system for enhancing aerial manipulation capabilities. It involves not only a haptic device, but also a virtual reality that provides a 3D visual feedback to a remotely-located teleoperator in real-time. We achieve this by utilizing onboard visual and inertial sensors, an object tracking algorithm and a pregenerated object database. As the virtual reality has to closely match the real remote scene, we propose an extension of a marker tracking algorithm with visual-inertial odometry. Both indoor and outdoor experiments show benefits of our proposed system in achieving advanced aerial manipulation tasks, namely grasping, placing, force exertion and peg-in-hole insertion.",3
20,"Educational robotics has become a field of possibilities for teaching technologies, adding students new challenges that lead to professional practice. Therefore, the Açaímov Robotics Team from the Federal Institute of Education, Science and Technology of Maranhão - Campus Açailândia, Brazil, consisting of high school students integrated with the technical courses in electromechanics and industrial automation, included the technologies of Computer Aided Design (CAD), Computer Aided Manufacturing (CAM) and 3D Print in the development stages of robot structures. Through a group dynamic among the students to enhance results, the robot's structural specifications were determined based on the characteristics of the Journey to the Center if the Earth Challenge and the arrangement of controller board, sensors and actuators. This work demonstrates the efficiency of this methodology applied to the robotics group by presenting as a result the structure developed for the robot using Fusion 360 (CAD technology), Repetier Host (CAM technology) and 3D printing with biodegradable material.",3
21,"Emerging printed sensors and wearable technologies are creating a major impact in the area of health monitoring and robotics. The use of flexible and compact sensors that have wireless connectivity is a must in the Internet-of-Things era (IoT) which can provide personalized care and accurate decision-making capabilities to monitor vital signs and abnormalities in patient care. This work focuses on multipurpose wearable smart textile-based patches for monitoring biomedical health and physical activity. The patches have capacitive sensor elements that can capture critical information on the strength, frequency and duration between specific episodes of movements in the arms, legs and torso [1] as well as motion and proximity feedback in robotics applications. The performance of these extremely thin, light and elastic capacitive patches can be enhanced by use of silicone dielectric elastomer with Barium Titanate Oxide (BaTiO 3 /BTO) nano-particles. BaTiO 3 has a perovskite structure of the form ABO 3 that has many useful properties including high-k dielectric constant, piezoelectricity and ferroelectricity [2] . The grain size of BTO nanoparticles (50 nm and 500nm) has a profound effect in the elastomeric dielectric of the capacitive patches by changing the dielectric constant and incorporating piezoelectricity to the patches [3] . This work illustrates the important features of such composite capacitive patches and their potential for sensing motion, temperature and impact.",3
22,"This paper presents a method to read and write ternary (three-valued) signals on memristors to control a robotic actuator in real-time. The paper is a continuation of earlier work by [1] and implements a ternary memory controller for memristors in hardware. This post-binary approach with nonvolatile memory is used to program a memristor as a ""trit"". The paper contributes to the state-of-the-art in memristor controlled robotics by reporting an entropy gain of log2(3)= 58% information at (20 versus 14)= 43% more component cost compared to binary. This advantage (eg. less wire complexity) increases when multi-trit architectures are considered.This article demonstrates both an LTspice simulation of the circuit and implementation with source code. The memristor programmer circuit writes a state to the memristor using a pattern of 100us pulses at 3 different amplitudes. The memristor read circuit sends 500 nA pulses and converts these using two reference resistors to three logic levels using an op amp window comparator. An Arduino Mega microcontroller ADC pin converts the analog output to a digital trit. Strenuous effort was made for predictable and replicable applied memristor research in pursuit of a post-binary robotics era. The multiple-valued circuit has safety features to prevent harm to the memristance state, standardized forming of new memristors and programming flexibility by sending patterns of different pulse amounts, pulse width and pulse amplitudes.",3
23,"Pattern formation is an important challenge in autonomous swarm robotics, it can drastically increase the efficiency of a group of robots and can be used in applications such as exploration and area coverage. Many pattern formation algorithms have been suggested with different constraints and assumptions of the robot's capabilities typically leaning towards robots with limited sensors meanwhile the proposed work relies on the current advancements in autonomous robots algorithms using robots with a wide range of sensors to tackle the pattern formation problem.We will present four main algorithms to solve the pattern formation problem mainly: peer detection, leader selection, pattern formation, and narrow path detection.These algorithms will be explained in this paper and are tested using ROS/Gazebo under different scenarios.",3
24,"Students studying Robotics and Cybernetics have to obtain multiple skills in areas of programming, hardware, 3D vision, etc. Many universities provide different types of hardware for the students to let them gain practical, not just theoretical experience. Universities have difficulties to cover the whole spectrum of knowledge during exercises with a specific type of hardware and teaching becomes more and more expensive. This paper describes a low-cost 3D scanning device that was created to cover the field of robotics and 3D vision, and it can be easily used for educational purposes. The cost of the device is up to 150 Euro and could be used in multiple ways such as microcontroller programming, servo control, 3D vision, 3D modelling and better understanding of space transformation. The device has open API and is fully compatible with ROS (Robot Operating System). In this paper, the function of the device and its integration to the specific subject of study is described. To ensure easier integration to the course, the API description and an open-source package will be provided. In the last part of the paper, it is described how to use the device to help students to understand space and point cloud transformation, basic data filtering and math which is required for obtaining the digital 3D object representation.",3
25,"A pneumatic haptic display for collaborative robotics applications is presented within this paper. The 3×3 tactor array consists of a polymeric parallelepiped with 9 cylindrical chambers (3mm diameter) providing haptic feedback by means of pneumatic actuation. A preliminary study, on four subjects, has been performed to identify the optimal pressure to deliver the tactile stimulation and assess system functionality. Four different spatial stimuli, based on the activation of different chambers of the tactor array, were provided at three different pressure levels (35, 70, 105 kPa). Results suggest that a pressure of 70 kPa leads to a detection accuracy of 96.9%. Further studies will focus on a deeper assessment of the tactile display using different configurations.",3
26,"Minimally Invasive Surgery (MIS) is one of the most successful applications of surgical robots. The surgical robots that have been proposed in the past had problems with stiffness and size. This paper presents a rigid-soft hybrid drive snake-like surgical robot for MIS. The design concept and kinematic analysis of the robot are introduced. The proposed continuum robot has a shoulder joint and an elbow joint with gear articulated configuration and a wrist joint with continuum configuration to meet the requirements of flexibility, appropriate stiffness, and miniaturization. The shoulder and elbow joint can achieve parallel lateral movement using active and passive motion to realize the cooperative operation of two arms and achieve decoupling between the joints. The forward kinematics is analysed and can be directly used for motion control. Preliminary function testing proves that the working space of the continuum robot manipulator meets the operational requirements.",3
27,"Localization is a widely known task in a world of robotics. Mobile robots nowadays are becoming fully autonomous. For a robot to be fully autonomous, the ability to localize itself is very fundamental. Sufficient accuracy is often achieved by using multiple sources of position information. In the scope of this article, two such sources were used: Intel RealSense T265 tracking camera for continuous visual odometry calculation and RGB sensor in combination with ArUco fiducial markers to minimize error accumulated in visual odometry. These markers - just like all sources of information - have their flaws. To minimize the error caused by flaws of ArUco markers, variance filter was successfully implemented and evaluated. The whole system was tested several times on a drone, which was able to fly autonomously in an indoor environment. Furthermore, all processes needed for such localization ran smoothly on the Nvidia Jetson Nano computer mounted directly on the drone while flying. All these achievements were proven to be a really strong foundation for an autonomous drone, which can later perform useful tasks in indoor environments, including warehouse inventories, industrial halls inspections, or even some security operations. All this without an operator or pilot intervention.",3
28,"Female students, researchers and employees are under-represented in science, technology, engineering, and mathematics (STEM) related fields. In many countries this has resulted in projects and initiatives aimed for promoting gender equality. To overcome the leaky pipeline phenomenon, which occurs mostly in secondary school, our University has been carrying out different actions to encourage girls to enroll in STEM careers. In this article, we focus on Taller Electrizante experience which is conducted by women teachers of the Electrical Engineering Institute of the School of Engineering. It consists of two independent modules: Laser Communication and Robotics with Arduino, where several disciplines related to Electrical Engineering and Communication Systems are presented in hands-on workshops applying the role model approach.",3
29,"Adolescent Idiopathic Scoliosis, called AIS, estimated to affect up to 4% of adolescents, is the biggest problem among the orthopedic profession. It is an abnormal side-to-side curvature of the spine which occurs between the age of 10 and skeletal maturity without any known reason. Bracing as a common treatment of AIS does not adopt to skeletal changes during the treatment because of its sensor-less design and the lack of control on corrections provided by the brace. Its static design may also affect the patient's safety and convenience. Robotic spine exoskeleton can reduce the problem by restoring the balance of forces along the spine using the measurements received from sensors installed on the robot. In this paper, an in-house developed robotic exoskeleton with one Stewart-Gough Platform (SGP) is designed, and an impedance control strategy is proposed to implement the interaction between the robot and the patient in order to make the exoskeleton more safe and convenient for the patient to use. Besides, an Adaptive Inverse Dynamic Controller (AIDC) is proposed to improve the trajectory tracking of the exoskeleton in the presence of large modeling errors due to uncertain dynamics. Numerical simulations and the validating experimental results are conducted to demonstrate the performance of impedance control in terms of interaction control. In addition, the proper trajectory tracking is verified through the numerical simulations of the proposed AIDC controller.",3
30,"Lower limb exoskeleton (LLE) has received considerable interests in strength augmentation, rehabilitation and walking assistance scenarios. For walking assistance, the LLE is expected to have the capability of controlling the affected leg to track the unaffected leg's motion naturally. An important issue in this scenario is that the exoskeleton system needs to deal with unpredictable disturbance from the patient, which requires the controller of exoskeleton system to have the ability to adapt to different wearers. This paper proposes a novel Data-Driven Reinforcement Learning (DDRL) control strategy to adapt different hemiplegic patients with unpredictable disturbances. In the proposed DDRL strategy, the interaction between two lower limbs of LLE and the legs of hemiplegic patient are modeled in the context of leader-follower framework. The walking assistance control problem is transformed into a optimal control problem. Then, a policy iteration (PI) algorithm is introduced to learn optimal controller. To achieve online adaptation control for different patients, based on PI algorithm, an Actor-Critic Neural Network (ACNN) technology of the reinforcement learning (RL) is employed in the proposed DDRL. We conduct experiments both on a simulation environment and a real LLE system. Experimental results demonstrate that the proposed control strategy has strong robustness against disturbances and adaptability to different pilots.",3
31,"Foraging problem is most important in robotics because it has a lot of applications and further research areas. In the last decade, swarm robotics systems are widely studying because hardware components became cheaper, and multi-agent cooperative interaction behavior models actively researched. Swarms systems are robust and autonomous, but every single agent has a too simple behavior for doing assigned tasks like foraging to be accomplished. This work reviewed approaches to a swarm of simple robot's behavior design for solving the more complex problem as foraging.",3
32,"Soft robotics is an emergent research field which has variant promising applications. However, the design and control of soft robots nowadays still suffer from the inefficient trial-and-error process. To eliminate the drawback, this paper proposes an innovative simulation/control co-design methodology for designing soft robotics. The main idea is to use Finite Element Method to model any type of soft robots by utilizing SOFA as a FEM simulator and designing controllers in Maltab/Scilab. The interaction between SOFA and Maltab/Scilab has been presented in order to achieve the co-design task. The proposed methodology has been applied to simulate/design a concrete trunk-like soft manipulator, with the associated controller realized in Maltab/Scilab.",3
33,"Cooperative encirclement in swarm robotics has become an active research field. How to find the target in advance through local communication is an important problem in cooperative encirclement in swarm robotics, because it can bring many important benefits, such as avoiding relying on global information, reducing communication load and completing the task faster and more efficiently. Unfortunately, many of the current researches are done without considering the global information or the local communication to find the target in advance, so it is difficult to achieve better practical results in the application of large-scale cooperative encirclement in swarm robotics. In order to solve this problem, a triangle antenna model and a local interaction strategy are designed. On this basis, a local communication algorithm is developed: antenna communication model algorithm, which is used to complete the task of cooperative encirclement in swarm robotics. In order to verify the feasibility of the antenna communication model algorithm and the effectiveness of the local interaction strategy, we present a scene based on the triangle antenna model for the cooperative encirclement of the local communication swarm robots, and carry out simulation experiments and comparative experiments. The experimental results show that the antenna communication model algorithm and the local interaction strategy can find the target in advance, and complete the task better and faster.",3
34,"Micromouse is one of the most popular competitions among mobile robotics researchers. This competition brings together several challenges in the field of mobile robotics. It represents an excellent tool in competition field since it stimulates the development and multidisciplinary knowledge as well as group cooperation to carry out the best approach. This work presents a contribution to this issue on exploring the unknown environment and the robot location to obtain an optimized trajectory in the maze, using the modified Floodfill algorithm that considers the cost for the robot rotations around its axis. A comparison is conducted between the modified algorithm and the traditional Floodfill procedure.",3
35,This paper presents an innovative approach for controlling an endoscope during robot assisted minimally invasive surgery through the gaze of the surgeon. This system incorporates an eye tracking device which captures the 2D gaze fixation of the surgeon. An event detection algorithm is used in discriminating the fixations and these are sent as UDP to an Arduino microcontroller device where it is used to control two servo motors. The endoscope is attached to the two servos which generates it motion in two different planes which corresponds to the target gaze coordinates of the endoscope fixation point. Experimental results show the effectiveness and robustness of the gaze-based system in intuitively controlling the endoscope.,3
36,"In this paper, a Lighter Than Air Indoor Robot (LAIDR) is developed for entertainment applications. An Adaptive Propulsion Mechanism (APM) is proposed to actuate the LAIDR using the minimal number of Propulsion Units (PUs) and facilitate the variable in-mission PU configurations within the same airframe. Usually, the helium-inflated vehicle poses instability due to body inertia and indoor disturbance, i.e., air stream. Therefore, a customized control system is designed using MathWorks PX4 autopilots support from embedded coder. The designed controllers stabilize the motion by controlling PU's in-frame angle and rotational speed. Moreover, the Ultra-wide Band (UWB) sensors are used to localize the LAIDR in the indoor environment. Finally, a real-time implementation is elaborated to justify the LAIDR applicability in the entertainment applications.",3
37,"Ultrasound (US) is a popular imaging modality for image-guided minimally invasive surgery (MIS), enabling the faster and more reliable execution of numerous procedures, such as biopsy, electrode placement and vessel cannulation. Blood vessel cannulation is a common, routine intervention, e.g., for blood oxygen level testing. Yet, in particular cases, when the vessel is located deep or veins less stable (with the loss of subcutaneous tissue), it is hard to complete it without US assistance. In this paper, we present a solution for US-guided, robot-assisted needle insertion for vein cannulation. We developed an image-guided system to aid needle insertion via active targeting and anatomy-relevant positioning, together with safeguarding features, such as a kinematically enforced Remote Center of Motion (RCM) mechanism. The proposed system comprises a portable US transducer mounted on a KUKA iiwa collaborative robot, a custom designed needle insertion mechanism with adjacent controllers. The US and needle insertion mechanism are attached to the robot through a 3D printed custom designed mounting part with integrated force sensor. The robot arm is responsible for moving the needle to target position with impedance control. The needle insertion mechanism allows the manipulation of the needle along 3 axes. The mechanism was designed for near-surface vein cannulation with an RCM kinematic structure to avoid damage to the vein. The developed system was tested with different types of gelatin phantoms. Vein deformation and tissue motion was examined during US imaging. The control loop of our system is supplemented with vein deformation tissue model and US-based visual servoing.",3
38,"With high maneuverability and flexibility, aerial transportation by suspending the payload beneath the quadrotor is an ideal choice. To adapt more complex traffic conditions and extend the application scope of aerial transportation systems, the ability of payload hoisting/lowering is studied in this paper. The dynamic model is established by Lagrange's modeling method, and main characteristics are then analyzed based on the derived model. Subsequently, through an energy-based analysis method, we design a nonlinear controller for the corresponding system. By using Lyapunov techniques and LaSalle's invariance principle, the equilibrium point of the overall closed-loop system is proven to be asymptotically stable. Two groups of simulation are given to demonstrate the proposed control law's performance. Specifically, we compare the performance of the proposed system with the one with invariant rope length.",3
39,"This paper presents a novel Cable Climbing Robot CCRobot-III, which is the third version designed for bridge cable inspection tasks, aiming at surpassing previous versions in terms of climbing speed and payload capacity. Benefiting from Split-type Wire-driven design, CCRobot-III can climb along a 90-110mm diameter bridge cable in inchworm-like gait at a speed of up to 12m/min, and carrying more than 40kg payload at the same time. CCRobot-III consists of a climbing precursor and a main-body frame. The two parts are connected and driven by steel wires. The climbing precursor, acting as a mobile anchor, moves quickly on a bridge cable. The mainbody frame, acting as a mobile winch, carries payload and pulls itself to a certain position with steel wires. Both parts have one or two pairs of palm-based gripper, which is the key component for providing strong adhesion to support the robot climbing. Experimental results have shown that CCRobotIII possesses outstanding climbing performance, high payload capacity, and good adaptability to complex conditions of cable surface. Moreover, it has potential engineering applications on the cable-stayed bridge for fieldwork.",3
40,"RISC-V is free and open standard instruction set architecture following reduced instruction set computer principle. Because of its openness and scalability, RISC-V has been adapted not only for embedded CPUs such as mobile and IoT market, but also for heavy-workload CPUs such as the data center or super computing field. On top of it, Robotics is also a good application of RISC-V because security and reliability become crucial issues of robotics system. These problems could be solved by enthusiastic open source community members as they have shown on open source operating system. However, running RISC-V on local FPGA becomes harder than before because now RISC-V foundation are focusing on cloud-based FPGA environment. We have experienced that recently released OS and toolchains for RISC-V are not working well on the previous CPU image for local FPGA. In this paper we design the local FPGA platform for RISC-V processor and run the robotics application on mainstream Robot Operating System on top of the RISC-V processor. This platform allow us to explore the architecture space of RISC-V CPU for robotics application, and get the insight of the RISC-V CPU architecture for optimal performance and the secure system.",3
41,"Damping of an abrupt shock implies through a mechanical device and dissipate shock into kinetic energy by a device turn shock absorbable designed for smoothness. In case of mobile robots, travelling over uneven ground results in generation of shocks which are reduced by a damping control over excessive suspension movement in lack of shock absorption requires high grade springs which increase the overall cost of the system; thus, an efficient and cost-effective damping system is needed. The authors tested various piston and cylinder shapes for the design of an optimum damper using ferrofluid. To get the highest range of damping force testing of ferrofluid (EHF1) using a rheometer at constant shear rate of 10 was done. The ferrofluid based damping system has the ability to vary its damping force according to the electrical actuation thereby making such dampers very versatile in use.",3
