,Abstract,Class
20,"Mineral resources are are non-renewable precious resources and one of the basic sources of human production and life. At present, the daily work of the mineral management department involves the production of a large number of reports, maps, official document receiving and sending, transmission, examination and approval, query statistics and other work. Due to the low efficiency of data collection, analysis and supervision in all aspects of the life cycle of mining rights, the real-time supervision and management of the exploration, mining, reserves change and development and utilization of mining rights cannot be realized by the mineral regulatory authorities, so it is urgent to build an efficient mineral resource management system to meet the above challenges. This paper mainly studies the design process system of mineral resource management system based on big data technology and GIS technology, which integrates big data technology and GIS technology, covering the functions of mining right management, exploration right management, GIS map management, geological exploration management, resource reserve management, achievement resource database management, data statistical analysis management, etc. The system makes full use of the spatial analysis advantages of GIS system. The government's mineral supervision department can effectively realize the real-time supervision of the development and utilization of mineral resources. It can also improve the refined production management ability of mineral enterprises under the current mining situation and the adaptability to market changes, and help the industrial upgrading and business model innovation of mineral enterprises.",0
21,"Big data is a collection of large amount of data which increases in volume, velocity and variety very rapidly. As a researcher, deriving values of importance from this large repository of data is utmost important and challenging. This paper discusses the methods for using Probabilistic Data Structure in Big Data Analysis. The application is primarily focused on Bloom Filters as processing of big data is a major challenge because big data is a continuous stream of rapidly increasing data. To have maximum benefit from data, a bloom Filter can be used so that usability of big data can be achieved while decreasing space or time.",0
22,"The online attention is a direct representation of the demand and behavior habits of tourist on the Internet. The daily Baidu Index during a certain period of time with the names of scenic spots as search keywords can indicate the distribution characteristics of the online attention of these scenic spots. The online attention of class 5Ascenic spots in Jiangsu Province shows a precursor effect (having a peak before the holiday starts) during Public Holidays, including the May Day holiday(3days usually beginning from 1st May). While it has a peak during the first three days of National Day holiday(one week usually from 1st to 7th Oct.), consistent with the actual tourist flow. During the whole year, the online attention shows obvious seasonality with 3 peak times.",0
23,"The integration of big data analysis technology into the state monitoring of substation equipment can improve the utilization rate of state monitoring data, information sharing and data analysis ability. In this paper, three distributed data analysis schemes, namely Hive relational online analysis (ROLAP), Impala relational online analysis (ROLAP) and HBase multidimensional online analysis (MOLAP), were proposed based on the business development requirements of power system and the storage performance and analysis efficiency of traditional state monitoring platform. The experimental results show that the data loading speed is slower than the conventional model, but the roll-up performance and storage overhead are better than the conventional mathematical model. The load time is approximately 1.7 to 1.9 times that of the regular data model. The validity and feasibility of the model are verified by experiments.",0
24,"The adoption of e-learning systems in higher education is a remarkable phenomenon that has redefined teaching and learning. Initially, it was proposed to allow people to learn for personal accomplishment without physically attending any traditional university or academic settings. While these systems continue to provide an efficient and flexible approach for teaching and learning, the rapid integration of ICTs and the expansion of data from these systems remain much concern to the education community. In this study, we propose a smart and secure data flow architectural framework for e-learning that uses a rich set of big data tools within a distributed and parallel analysis platform. Reference Model of Open Distributed Processing (RM-ODP) reference model guided the development of this Big Data framework for e-learning analytics. Using the RM-ODP model as a benchmark, we classify the educational institution's architecture in terms of existing elements, functions and processes to understand stakeholders' views for the development of the framework. Our approach uses an existing distributed computing environment and offers an adaptable standard framework to improve the data acquisition, storage, processing, analysis, security and virtualization for e-learning systems. We implement a scalable and adaptable big data framework for e-learning (BiDeL) and point out how big data concept could integrate into online learning systems to improve teaching and learning in higher education using Apache Spark as a case. The proposed framework was applied to both batch and streaming dataset of students online activities on moodle LMSs. BiDel framework performance shows improved data integration and data governance. This big data framework and the general view of the current state of the art in “big data” technologies will serve as a guide for the creation of e-learning systems, which create new value from existing but underused data. The acquired value will provide decision-makers in higher education with new insights from data to enhance productivity in teaching and learning. These insights can lead to innovation, competitiveness in the academic space and even create entirely new teaching and learning models.",0
25,"Lately mining of information from online life is pulling in more consideration because of the blast in the development of Big Data. In security, Big Data manages an assortment of immense advanced data for investigating, envisioning and to draw the bits of knowledge for the expectation and anticipation of digital assaults. Big Data Analytics (BDA) is the term composed by experts to portray the art of dealing with, taking care of and gathering a great deal of data for future evaluation. Data is being made at an upsetting rate. The quick improvement of the Internet, Internet of Things (IoT) and other creative advances are the rule liable gatherings behind this proceeded with advancement. The data made is an impression of the earth, it is conveyed out of, along these lines can use the data got away from structures to understand the internal exercises of that system. This has become a significant element in cyber security where the objective is to secure resources. Moreover, the developing estimation of information has made large information a high worth objective. Right now, investigate ongoing exploration works in cyber security comparable to huge information and feature how Big information is secured and how huge information can likewise be utilized as a device for cyber security. Simultaneously, a Big Data based concentrated log investigation framework is actualized to distinguish the system traffic happened with assailants through DDOS, SQL Injection and Bruce Force assault. The log record is naturally transmitted to the brought together cloud server and big information is started in the investigation process.",0
26,"In the era of big data, data has become a new factor of production. During the operation and maintenance of the data center, rich operation data have been accumulated. How to effectively manage, analyze and mine the massive data accumulated in the operation and maintenance process, solve the problems that cannot be solved by automatic operation and maintenance, improve the fine management level of data center, and enable data center to better provide services for oilfield enterprises and users will become the challenge faced by oilfield data center in the era of big data. Taking “design and implementation of operation and maintenance log analysis system” as an example, this paper introduces the use of big data technology for further analysis and mining of operation and maintenance data, which is helpful to discover new value points, improve operation and maintenance initiative, and provide reference for fine operation and maintenance management of data center.",0
27,"In order to realize the application of big data in military logistics support, this paper puts forward a novel military logistics support management method based on big data. This method is based on big data to mine and analyze all kinds of data of military logistics support. The research results show that this method can manage the military logistics support scientifically, improve the efficiency of military logistics support, and realize the modernization and intellectualization of military logistics support in our country.",0
28,"The evaluation of workload in big data project is an important prerequisite for improving the management of the National Grid big data projects. The lack of relevant models and specifications of the evaluation is caused by the exploratory, uncertainty and characteristics of big data projects. Based on the information of typical projects, this paper proposes to combine with Natural Language Processing (NLP)and machine learning to solve the problem. Firstly, this method obtains the reference value of project workload impact factors through content recommendation, neural network and other algorithms. Then the workload estimation model is built based on the measurement of each impact factor. The results show that the method proposed in this paper can effectively identify and predict the attribute class impact factors of the new project, and can also reasonably complete the workload estimation of the project, which is greatly significant to realize the rational allocation of resources.",0
29,"Utilizing big data is the main trend in tax collection and administration. In the era of big data, to enhance application effect of big data in tax collection and administration, we must try our best to excavate big data. First, the work mode of tax collection and administration needs to be changed, and management force of taxation work process should be strengthened. Then, according to the current status of enterprise development, a comprehensive big data application system should be formulated, to allow enterprise personnel to grasp various tax-related information fully. Constructing a set of tax management systems that are compatible with the development of the enterprise, and paying attention to the use and research, quality and efficiency of tax administration can be steadily improved.",0
30,"In order to speed up the detection of cybercrime worldwide, a new cross-border cybercrime detection system is designed by introducing the PSE theory and the principle of big data analysis. In the TFTP server, the U-boot network development board and OpenStack crime information detection component are connected to build the hardware running environment of the cross-border network crime detection system. On this basis, through the analysis of the characteristics of detection information, the calculation of cross-border network detection domain and the directional planning of network crime information, the software operating environment of the detection system is built, and the cross-border network crime detection system based on PSE and big data analysis is designed with the basis of hardware implementation. The comparative experimental results show that, compared with the conventional case detection situation, the average detection time of criminal cases is basically maintained between 3-5 days after the application of cross-border cyber crime detection system, and the accuracy of criminal location is maintained at more than 90%.",0
31,"Geospatial data were exclusively generated by official agencies. However, following the technological revolution in data collection and production, various sources have emerged for the massive production of geospatial data, resulting the phenomenon of big geo-data. Therefore, dealing with large amounts of these data sets, results in a high velocity as they change very quickly, is a challenging task. Hence, analysis become more complex and computation become prohibitively expensive. As a result, spatial computing technologies become limited in front of these complex data and operations. Accordingly, we aimed to refine complexity with simplicity by replacing traditional geospatial models with referring to the simplest intelligent and minimum resource requirement algorithms that can be applied against these constraints, while ensuring the criteria of performance and scalability. In this work, we focus on the high-velocity of this big geo-data through the use of an iterative approach applied to a feature learning algorithms to decrease the memory consumption and the time complexity of traditional machine learning algorithms. According to our knowledge, although they were widely applied in the 19th century as a solution to overcome the problems of limitation of memory and computing resources. Iterative methods were still not used for the big geo-data analytics and generally for the big data domain. Thus, this approach could be beneficial especially for real time applications such as the anomaly monitoring and detection.",0
32,"In the process of big data processing, big data analysis is the core work content. After obtaining a large amount of data, we use related analysis technology to perform data processing and analysis to obtain knowledge. Its related content includes visual analysis, data mining, predictive analysis, semantic analysis and data quality management. How to obtain big data, classify and store according to data types, mine valuable information from big data, and effectively apply big data in the field of precision marketing are hot topics of research. On the basis of researching the key technologies of big data analysis, this paper uses Hadoop big data to analyze and store the massive online logs generated by users' mobile terminals, and calculates and builds user characteristic databases. We use relevant analysis technology to analyze the user's location information, browsing and usage habits, hobbies, and focus content. At the same time, a precise marketing model is established according to user behavior characteristics and attributes, thereby improving the marketing effect of the enterprise.",0
33,"Today is the era of Internet information. Affected by economic development and living standards, power users have higher and higher expectations for power supply services. Although customer complaints are inevitable, as an important part of customer feedback in high-quality services, how to use customer complaint information efficiently, reasonably, and scientifically has become a problem that every power grid company must face in the Internet + era. The purpose of this article is to study the big data analysis model of customer demands based on the electric power enterprise service platform. This article first introduces the meaning of customer satisfaction and customer demands, and then analyzes the development status of the power enterprise service platform, and proposes the need to improve customer demand management. Based on this, this article establishes a big data analysis model of customer demands. The experimental results prove that the analysis model designed in this paper can not only solve the needs of power enterprises, but also improve the economic benefits of enterprises. In this paper, the economic benefits obtained from the four indicators of failure repair service, power outage information management norms, business process norms and customer service representatives' work efficiency improvement, and the statistical results of a power company using the model one year later are 5.25 million yuan.",0
34,"In order to realize the application of big data technology in e-commerce supply chain, this paper puts forward a novel application method of e-commerce supply chain based on big data technology. This method is based on big data technology, combines the Internet of things technology and cloud computing technology, constructs the big data platform of the e-commerce supply chain, and can mine and analyze the data in the e-commerce supply chain. The research results show that this method can promote the application and development of big data technology in e-commerce supply chain and bring great convenience for businesses and customers.",0
35,"Todays many devices generate data everywhere and anytime. Data grow massively and becomes complex thing that needs to be handled. Unstructured data is one type of big data that is difficult to process and consists of unstable attributes. In traffic management, CCTVs are installed to monitor the specific location in the highway. CCTV generates unstructured data in image and video format. These data are difficult to process due to the complexity of the data. This research proposes to implement big data analytics to process real-time unstructured data from CCTV into knowledge displayed in web dashboard. We implement the YOLO framework with YoloV4 Architecture and COCO dataset for traffic flow counting and detecting illegal parking which is categorized as abnormal situation. Unstructured data from CCTV then transformed into semi-structured format in JSON. Data also can be visualized in real time to facilitate local authority to understand the highway situation. Historical data are stored in the NoSQL database to deep more knowledge such as vehicle traffic pattern. The proposed system requires the ROI drawing line as trigger to count the passing vehicles. These experiments are conducted from open CCTV for traffic online in Bali Tower Public Streaming. The prototype result is able to detect the object with 10 fps.",0
36,"With the continuous development of modern information technology, the world has entered the era of Internet + big data. Big data is profoundly changing people's thinking, production and lifestyle. English teaching in vocational colleges has also been affected by big data and changed. Especially in today's growing international exchanges, college students' English listening and speaking skills must keep pace with the times. Improving the pronunciation and intonation awareness of college students is an effective way to solve this problem. The typical problems of college students in pronunciation and intonation are poor pronunciation, incorrect intonation, and insufficient pronunciation and intonation. The formation of these problems is multifaceted, including the lack of students' awareness of pronunciation and intonation, and the lack of awareness of teachers' pronunciation and intonation. Teachers can adopt the following methods to improve students' pronunciation and intonation awareness: First, train a group of teachers with pronunciation and intonation awareness. Secondly, teachers must infiltrate the training of pronunciation and intonation in classroom teaching. Thirdly, teachers should combine pronunciation and intonation teaching with traditional English teaching methods. The author believes that by implementing these strategies, students can quickly improve their understanding of English pronunciation and intonation, and then help them master English faster and better.",0
37,"With the development of information technology, the emergence of big data technologies and supporting solutions is helping companies to digitally transform. At the same time, corporate human resources management has also shifted from traditional problem-driven to data-driven in the era of big data, helping managers make more prudent and scientific human resource management decisions from a more dimensional perspective. Enterprise human resource management should actively use big data, keep up with the pace of the big data era, carry out a comprehensive innovation of itself, inject fresh blood into human resource work, and promote the further development of enterprise human resource management. Making full use of the advantages of data information and network platforms for human resource management. I believe that with the help of big data analysis, human resource management will become better and better for enterprises.",0
38,"Big data courses are widely offered in Colleges and universities at home and abroad, but most of the courses are set up for computer majors or students with computer and mathematics related background. The course content mainly focuses on data analysis algorithm itself or big data infrastructure architecture, and is not suitable for teaching non-computer major students. This paper aims to build a big data basic course for non computer majors from the front technology, analysis process, application scenarios and other aspects of the real world big data, aiming at cultivating students' data thinking and correctly judging big data technology to solve problems in the face of real cases.",0
39,"In order to solve the possible risks in the application of big data in the financial field, this paper proposes a new supervision method based on big data. This method is based on big data, constructs the application platform of financial big data, and carries on the real-time mining to the massive big data in the financial field. The results show that this method can not only break the problem of data island, improve the security of personal privacy data, but also promote the standardization of big data.",0
40,"The research and development of innovation project analysis system is particularly urgent in the perspective of big data fusion. This paper focuses on the direction and key technologies of system development and design, construction methods, system structure charts, and the technical route and significance of system research and development. In order to establish an analysis system that can provide entrepreneurs with various kinds of information reference and analysis services, we enhance the overall control ability of innovative entrepreneurship projects and enhance the possibility of entrepreneurial success.",0
41,"In recent years, the number of built in fine arts teaching resource and click-through rates increased rapidly, but many resources database based on the traditional online learning system, teaching paths of a single, one-sided emphasis on “hits”, reduced to “material center” and other issues, and students before that the huge resource repository is difficult to find suitable for their own learning resources and learning route, this study by collecting large amounts of log data, based on the technology of data mining in the fine arts professional learning in the process of learning behavior data, through the study of artificial intelligence algorithm analysis to construct characteristic model, to recommend learning path, the object, Effectively use the established online learning system to improve the learning efficiency of learners.",0
42,"The existing big data platforms take data through distributed processing platforms and store them in a data lake. The architectures such as Lambda and Kappa address the real-time and batch processing of data. Such systems provide real time analytics on the raw data and delayed analytics on the curated data. The data denormalization, creation and maintenance of a columnar dimensional data warehouse is usually time consuming with no or limited support for unstructured data. The system introduced in this paper automatically creates and dynamically maintains its data warehouse as a part of its big data pipeline in addition to its data lake. It creates its data warehouse on structured, semi-structured and unstructured data. It uses Machine Learning to identify and create dimensions. It also establishes relations among data from different data sources and creates the corresponding dimensions. It dynamically optimizes the dimensions based on the crowd sourced data provided by end users and also based on query analysis.",0
