,Abstract,Class
10,"Objective: The tumor microenvironment plays a crucial role in regulating tumor progression by a number of different mechanisms, in particular, the remodeling of collagen fibers in tumor-associated stroma, which has been reported to be related to patient survival. The underlying motivation of this work is that remodeling of collagen fibers gives rise to observable patterns in hematoxylin and eosin (H&E) stained slides from clinical cases of invasive breast carcinoma that the pathologist can label as mature or immature stroma. The aim of this paper is to categorise and automatically classify stromal regions according to their maturity and show that this classification agrees with that of skilled observers, hence providing a repeatable and quantitative measure for prognostic studies. Methods: We use multiscale basic image features and local binary patterns, in combination with a random decision trees classifier for classification of breast cancer stroma regions-of-interest (ROI). Results: We present results from a cohort of 55 patients with analysis of 169 ROI. Our multiscale approach achieved a classification accuracy of 84%. Conclusion: This work demonstrates the ability of texture-based image analysis to differentiate breast cancer stroma maturity in clinically acquired H&E-stained slides at least as well as skilled observers.",5
11,"High mammographic breast density is an established risk factor for breast cancer whilst bone mineral density is a marker of estrogen cumulative exposure. This study was conducted to compare bone mineral density in Malaysian premenopausal and postmenopausal women; with and without breast cancer. Besides, it was to determine the relationship between bone mineral density and mammographic breast density in these groups. A cross-sectional study on 50 women above 40 years old who underwent mammogram and Dual Energy X-ray Absorptiometry was conducted at the General Hospital Kuala Lumpur for a year. Respondents were chosen using purposive sampling and women who had commenced cancer treatment were excluded from the study. The mean of selected characteristics were compared between groups using independent-t and Mann-Whitney U for continuous and categorical data respectively whilst Chi-square analysis was used to determine the association of bone mineral density and mammographic breast density. A total of 31 and 19 pre- and postmenopausal women respectively. Women with scattered fibroglandular breasts were the most affected by cancer, although, there was no statistical difference (p=0.298). There was no significant difference in women with contraceptive and/or hormone replacement therapy usage with breast density based on the classification of bone mineral density (p=0.214), cancer (p=0.344) and menstrual status (p=0.298). In conclusion, there was an adverse association between bone mineral density and mammographic breast density in both premenopausal and postmenopausal women; with and without breast cancer.",5
12,"The breast cancer diagnostic and prognostic problems are mainly in the scope of the widely discussed classification problems. These problems have attracted many researchers in computational intelligence, data mining, and statistics fields. The objective of these predictions is to handle cases for which cancer has not recurred (censored data) as well as case for which cancer has recurred at a specific time. The proposed study uses Breast Cancer Wisconsin (Prognostic) Data Set for training and testing purpose. It has implemented holo entropy enable decision tree(HDT). The proposed strategy utilizes the training data to train the classifier. It categorizes each instance of breast cancer growth as recurrent or non recurrent. It ascertains the precision of the classifier to decide the exact classifier accuracy. In the present situation where there is continuous increment in the breast cancer cases and the expanding number of death cases the proposed strategy can be a guide in the determination of breast cancer.",5
13,The objective of this study is to investigate experimentally the influence of air-gaps between a breast skin surface and antennas of impulse-radar-based breast cancer detector on confocal imaging. The detector employs 16 rotating antennas covered with a radome contacting the surface of the breast phantom without a coupling medium. The detector can detect a breast cancer phantom target even under the imperfect contact condition between the breast skin surface and the antennas.,5
14,"This work utilizes time-domain pulsed terahertz spectroscopy to obtain the refractive index and absorption coefficient of normal and malignant human breast cancer tissues. The excised tissues are purchased from the National Disease Research Interchange and shipped within 24 hours of surgery. The tissue is immersed in Dulbecco's Modified Eagle Medium plus antibiotic during the shipment. The solution is characterized in the terahertz frequency band (0.1-4 THz)showing insignificant differences compared with distilled water and other common solutions. Healthy fibrous and fatty breast tissue are obtained from breast reduction surgery, while malignant tumors are obtained from breast cancer mastectomy or lumpectomy surgeries. The results will help understand the interaction of terahertz waves with human breast tumors and also to develop phantom tissue that can be manipulated to advance terahertz imaging.",5
15,The objective of this paper is to investigate the detectability of breast tumors having various histological types in excised breast tissues of total mastectomy. The tumor images measured by a portable impulse-radio-ultra-wideband (IR-UWB)-radar-based breast cancer detector are compared with both pathological images and images of dedicated breast positron emission tomography. It is found that the detector can detect invasive-ductal-carcinomas and extensive intraductal component in the dense breast. The density of the breast has a correlation to the effective permittivity derived from the reconstructed confocal images. The results show that the IR-UWB-radar-based breast cancer detector has a potential as a portable modality for early-stage breast cancer screening.,5
16,"Breast cancer condition when cancer cells form in breast tissue. Cancer can also form in fat or connective tissue in the breast. Is a type of cancer that is deadly and difficult to detect at an early age but along with the development of technology in the health sector many methods are used for early detection of cancer, one of which is by using USG (Ultrasonography). Ultrasound is an imaging procedure using high-frequency sound wave technology to produce images of the inner body, such as organs and soft tissues. The ultrasound test results have very low quality, giving rise to many different perceptions in diagnosing the disease. From these problems sparked an idea to detect breast cancer automatically. The watershed transform algorithm is used in the segmentation process to produce the location of the cancer and can distinguish objects based on background. The result of segmentation using watershed is the second segmentation process using thresholding binaries to separate the image of the cancer as the object being observed. The final step is the process of calculating the area of cancer. The result of this paper is a comparison of the calculation of the area of cancer between Hospital data and trial results, from the results of these trials the system accuracy reached 88.65% of all data tested and an error of 11.35%. From these tests it can be concluded that the method used is the watershed transform algorithm capable of segmenting the image of the breast ultrasound image.",5
17,"According to Breast Cancer Institute (BCI), Breast Cancer is one of the most dangerous type of diseases that is very effective for women in the world. As per clinical expert detecting this cancer in its first stage helps in saving lives. As per cancer.net offers individualized guides for more than 120 types of cancer and related hereditary syndromes. For detecting breast cancer mostly machine learning techniques are used. In this paper we proposed adaptive ensemble voting method for diagnosed breast cancer using Wisconsin Breast Cancer database. The aim of this work is to compare and explain how ANN and logistic algorithm provide better solution when its work with ensemble machine learning algorithms for diagnosing breast cancer even the variables are reduced. In this paper we used the Wisconsin Diagnosis Breast Cancer dataset. When compared to related work from the literature. It is shown that the ANN approach with logistic algorithm is achieved 98.50% accuracy from another machine learning algorithm.",5
18,A breast tumor bed localization is a challenging task for a supportive radiotherapy performed after an oncoplastic surgery. The tumor bed position can be determined by the segmented cancer contour propagation. We introduce a computationally efficient regularization method for the tumor volume contraction and a log-linear error function. The results are validated by an ability to reconstruct artificial but real-like deformation fields and a breast tumors relative volume reduction. We show that both the volume regularization and the log-linear error function improve the applied deformation field reconstruction and increase the relative tumor bed volume contraction.,5
19,"The algorithm named self-regulated multilayer perceptron neural network for breast cancer classification (ML-NN) is designed for breast cancer classification. Conventionally, medical doctors need to manually delineate the suspicious breast cancer region. Many studies have suggested that segmentation manually is not only time consuming, but also machine and operator dependent. ML-NN utilise multilayer perceptron neural network on breast cancer classification to aid medical experts in diagnosis of breast cancer. Trained ML-NN can categorise the input medical images into benign, malignant and normal patients. By applying the present algorithm, breast medical images can be classified into cancer patient and normal patient without prior knowledge regarding the presence of cancer lesion. This method is aimed to assist medical experts for breast cancer patient diagnosis through implementation of supervised Multilayer Perceptron Neural Network. ML-NN can classified the input medical images as benign, malignant or normal patient with accuracy, specificity, sensitivity and AUC of 90.59%, 90.67%, 90.53%, and 0.906 ± 0.0227 respectively.",5
20,"The temperature of a malignant tumour is a universal indicator of the growth rate of the tumor. Tumor temperature can be used as a prediction of the benefit of individual therapies and in monitoring the efficacy of breast cancer treatment. Provide systematic analysis of the data available in the current literature on the role of microwave thermometry in diagnosis of breast pathology, in assessing the effect of neoadjuvant therapy for breast cancer treatment, and in screening programs. Various aspects of the use of microwave thermometry in onco-mammology are described: the diagnostic value of the method, the possibilities in differential diagnosis of dyshormonal hyperplasias, benign and malignant tumors, the prognostic role of microwave, the possibility of using the method in assessing the effect of preoperative chemotherapy in locally advanced breast cancer. It is shown, that microwave thermometry is a highly informative method of early diagnosis of various breast pathologies and can be widely used in screening programs to form risk groups for subsequent diagnostics using traditional methods (ultrasound, x-ray mammography, breast MRI, morphology). Microwave thermometry helps to assess the effect of ongoing neoadjuvant therapy of the primary non-operative forms of breast cancer in order to correct the personalized treatment.",5
21,"Breast cancer is the second most exposed cancer in the world. When the growth of breast tissues are out of control is called breast cancer. Breast cancer prediction and prognosis are major challenge to medical community. Breast cancer are prominent cause of death for women. Recurrence of cancer is the biggest fears for cancer patient and this can affect their quality of life. The aim of this research is to predict breast cancer from cancer features with high accuracy. The breast cancer Coimbra dataset taken from UCI (University of California Irvine) [1], [5] to build a most efficient ensemble machine learning models. The major steps we follow, here are feature scaling, cross validation and various ensemble machine learning models with bagging technique. Decision tree and KNN gives highest 100% accuracy. Decision tree model gives 100% accuracy if we split train-test dataset in ratio of 90:10 and also used 300 bags of trees. KNN gives maximum accuracy 100%, for k= 1 to 7 in seven loops with 90% is train data and 10% is test data. Here k is the nearest neighbors. And we also evaluate its prediction by accuracy, confusion matrix and classification report. Our aim is to build a most accurate and efficient machine learning model. So as prediction result, patient can take treatment on the early stage.",5
22,"Objective: Chinese women are seriously threatened by breast cancer with high morbidity and mortality. The lack of robust prognosis models results in difficulty for doctors to prepare an appropriate treatment plan that may prolong patient survival time. An alternative prognosis model framework to predict invasive disease-free survival (iDFS) for early stage breast cancer patients, called MP4Ei, is proposed. MP4Ei framework gives an excellent performance to predict the relapse or metastasis breast cancer of Chinese patients in five years. Methods: MP4Ei is built based on statistical theory and gradient boosting decision tree framework. 5246 patients, derived from the clinical research center for breast in West China Hospital of Sichuan University, with early-stage (stage I-III) breast cancer are eligible for inclusion. Stratified feature selection, including statistical and ensemble methods, is adopted to select 23 out of the 89 patient features about the patient' demographics, diagnosis, pathology, and therapy. Then, 23 selected features as the input variables are imported into the XGBoost algorithm, with Bayesian parameter tuning and cross validation, to find out the optimum simplified model for five-year iDFS prediction. Results: For eligible data, with 4196 patients (80%) for training, and with 1050 patients (20%) for testing, MP4Ei achieves comparable accuracy with AUC 0.8451, which has a significant advantage (p <; 0.05). Conclusion: This work demonstrates the complete iDFS prognosis model with very competitive performance. Significance: The proposed method in this paper could be used in clinical practice to predict patients' prognosis and future surviving state, which may help doctors make treatment plan.",5
23,"In Taiwan, breast cancer is the leading cancer in women; every year, more than 10,000 women are newly diagnosed with breast cancer, and more than 2,000 women die of it. Some cancer research centers and academic research have previously indicated that breast cancer risk factors include tobacco exposure, alcoholic beverage consumption habits, soft drink beverage consumption habits, radiation exposure, work environment, dietary habits, aging, family genetics, obesity, the use of Diethylstilbestrol (DES), etc. This research integrates the open data of various fields to analyze and discuss breast cancer risk factors, and the results can be used as a reference for future clinical research, as well as provided to relevant government departments and medical institutions for breast cancer prevention and advocacy.",5
24,"The highest invading cancer among the women is breast cancer. Early detection of breast cancer is the higher chance of the patient being treated. In this study, we have proposed an ensemble method named stacking classifier which combines multiple classification techniques and efficaciously classifies the benign and malignant tumor. “Wisconsin Diagnosis Breast Cancer” dataset culled from the UC Irvine Machine Learning Repository has been used for our experiment. We applied different classification techniques over the dataset and tuned their parameters to improve accuracy. We chose the three best classifiers for our proposed method. Generally, our proposed Stacking classifier combined the results of those best classifiers using meta classifier and provided 97.20% accuracy for breast cancer prediction. Performance of different data mining approaches have been evaluated rigorously through different evaluation metrics.",5
25,"Breast Cancer is one of the most common disease that is responsible for high number of women's deaths every year. Despite the fact that cancer is treatable and healable in earliest stages, the huge number of patients are examined with cancer very late. Data mining process and classification are an efficient way to categorise the data particularly in medical fields, where those approaches are broadly used in diagnosis to make decision. This paper presents a performance comparison among the classifiers: Decision tree classifier (J4.8, Simple CART), Bayes classifier (NaiveBayes, Bayesian LogisticRegression). The Wisconsin Breast Cancer(original) dataset is used here and is taken from UCI Machine learning Repository. The main goal is to classify data of both the algorithms in terms of accuracy. Our experimental result shows that among all the classifiers, decision tree classifier i.e. Simple CART (98.13%) gives higher accuracy.",5
26,"The U.S. Preventive Services Task Force recommends that clinicians engage in shared decision making with women at high-risk for breast cancer about medications to reduce their risk, also known as chemoprevention. However, uptake has been low (<;5%) in the primary care setting. The goal of this project was to implement a comprehensive informatics framework to increase breast cancer risk assessment and chemoprevention in the primary care setting. We built a novel breast cancer risk navigation (BNAV) tool, which incorporates the Gail breast cancer risk model into the electronic health record. To address patient-related barriers to chemoprevention, an interactive decision aid, RealRisks, was developed that allows participants to experience risk through an activity. An automated system of theory-based tailored messaging was built to alert providers to engage in guideline-concordant chemoprevention practices. This innovative technology has high potential to facilitate evidence-based decision support for women's health in primary care setting.",5
27,"Digital image-based signatures of breast tumors may ultimately contribute to the design of patient-specific breast cancer diagnostics and treatments. Beyond traditional human-engineered computer vision methods, tumor classification methods using transfer learning from deep convolutional neural networks (CNNs) are actively under development. This article will first discuss our progress in using CNN-based transfer learning to characterize breast tumors for various diagnostic, prognostic, or predictive image-based tasks across multiple imaging modalities, including mammography, digital breast tomosynthesis, ultrasound (US), and magnetic resonance imaging (MRI), compared to both human-engineered feature-based radiomics and fusion classifiers created through combination of such features. Second, a new study is presented that reports on a comprehensive comparison of the classification performances of features derived from human-engineered radiomic features, CNN transfer learning, and fusion classifiers for breast lesions imaged with MRI. These studies demonstrate the utility of transfer learning for computer-aided diagnosis and highlight the synergistic improvement in classification performance using fusion classifiers.",5
28,"Breast cancer is as one of the common and serious cause of death among women globally. This is a disease where the cells grow out of control inside the breast. Family History of cancer disease, physical inactivity, psychological stress, increase in breast size are the risk factors of breast cancer. In this research paper, breast cancer dataset was analyzed to predict breast cancer using popular two ensemble machine learning algorithms. Random Forest and Extreme Gradient Boosting (XGBoost) were used to predict breast cancer. A total of 275 instances with 12 features were used for this analysis. With Random forest algorithm 74.73% accuracy and 73.63% using XGBoost had obtained in this analysis.",5
29,"We present a hand-held, low-cost, non-invasive and non-ionizing near-infrared (NIR) light-based pre-screening devices for early stage breast cancer. The pre-screening of breast cancer in women at risk can improve the prognosis of patients, and such a solution should complement the existing diagnostic approaches. Our design is based on the principle of amplitude cancellation of two anti-phase NIR light-emitting diodes (LEDs) operated at a wavelength of 840nm placed at a fixed distance from a photodetector in the middle. The device has been tested on breast phantom made of Acetal Resin Rod. The design functionality has been achieved from implemented prototype and has been verified by several experiments resulting in detection of a non-homogenous object inside the phantom. This proposed design can be further improved by integration with efficient probe-based algorithm, which will show the presence of abnormalities in the human breast in an automated procedure. This device can provide a practical, low-cost solution for massive breast-cancer pre-screening campaigns, especially in developing countries.",5
30,"Breast cancer is the most overspread cancer in women worldwide, with around 1.7 million new cases every year. Multidisciplinary clinical teams or committees, usually known as Breast Units (BU), are heterogeneous teams composed by all clinical specialist involved in the care of a breast cancer patient (e.g. oncologist, surgeon, ...) that aim to discuss these complex clinical cases from all points of view and in the shortest time to provide best health care. BUs base their decisions on the Clinical Practice Guidelines (CPGs), documents that summarize the latest and best evidence-based medicine. Nevertheless, these documents have some knowledge lacks that make them insufficient when working with complex cases ""out of the rule"", that may represent the 10-20% of the cases. To cope with this pitfall, DESIREE proposes a unified ecosystem that manages all the relevant information of the patients and provides support to clinicians when making a clinical decision in a personalized, collaborative and multidisciplinary way. It is composed by three main components: (i) an image-based breast and tumor characterization tool, (ii) a predictive model after breast conservative therapy and radio-biological model, and (iii) three different clinical decision support systems (i.e. guideline-based, experience-based and patient similarity based) that coexist and complement each other to give most personalized and best evidence-based recommendations to the BUs. All these are supported by DESIMS (i.e. DESiree Information Management System), a Security and Access Control module and an image system for image and models visualization.",5
31,"This work presents the design of CPW antenna for microwave tumor cell detection. The simulation results of the antenna performance in free space using CST-MWS are shown at 4.5 GHz. In order to study, the influence of the antenna movement on its electrical properties during breast cancer diagnosis, the CPW antenna is placed at a distance of 32 mm from the surface of the breast phantom with and without tumor cells by using different positions of the antenna to cover the entire breast surface and with various cross sections of the breast phantom. The tumor is represented by the sphere of diameter equal to 10 mm. In this paper, three interesting antenna parameters are analyzed, the return loss, the radiation pattern and the E-field inside the breast. This study shows good results to can detect the incidence of the tumor at 4 GHz. Comparing these results without and with tumor, it can be said that increasing the angle between the antenna and the breast phantom (from 0° to 60°), the return loss increases from -17 dB to -19.34 dB in 0°, from -15.37 dB to -19.28 dB in 30° and from -12.18 dB to -15.44 dB in 60°. The gain increases from 4.22 dB to 4.26 dB in 0°, from 1.13 dB to 1.2 dB in 30° and from 3.91 dB to 4.06 dB in 60°. In addition, to the increase of the e-field values inside the different cross sections of the breast phantom.",5
32,"Breast cancer is one of the most common malignant tumors of women in the world, and it most happen in the elderly women, but in recent years the age of onset has become younger. As we know that, postmenopausal women are the groups with less research on breast cancer, and the characteristics of breast cancer are still to be explored. In this paper, based on the characteristic of 1031 postmenopausal women (≥43 years old) breast cancer data, a breast cancer risk prediction model based on C5.0 algorithm was constructed and the model was optimized. The experimental results show that: a) Compared with machine learning methods such as neural network and support vector machine, C5.0 algorithm has better performance in constructing breast cancer risk prediction model; b) Costmatrix_C5.0 Model with cost matrix is better than adaptiveboosting_c5.0 model with Adaptive Enhancement algorithm; c) The risk of breast cancer is strongly correlated with post-menopausal hormones, age, age of menopause, history of benign breast disease and age of the first childbearing. This research is a practical application of data mining in the medical field and has certain reference value for the clinical diagnosis of breast cancer.",5
33,"The breast cancer related gene expression based on Cancer Browser database is investigated in this paper. The demand for cancer diagnosis, treatment and prevention is further enhanced, which is closely related to the more profound understanding of cancer genetic changes. However, at present, when analyzing a large amount of genetic data, the classification method used is the traditional median discrimination method, but this method has different levels of classification effects in many data processing. Several important parameters uesed in this paper, the method is verified and the degree of discrimination is quite different when it is directed to different data. According to this problem, the aim of the current study is to find a way to solve the shortcomings of the traditional methods.",5
34,"In recent years, several studies have established a relationship between mammographic parenchymal patterns and breast cancer risk. However, there is a lack of publicly available data and software for objective comparison and clinical validation. This paper presents an open and adaptable implementation (OpenBreast v1.0) of a fully-automatic computerized framework for mammographic image analysis for breast cancer risk assessment. OpenBreast implements mammographic image analysis in four stages: breast segmentation, detection of region-of-interests, feature extraction and risk scoring. For each stage, we provide implementations of several state-of-the-art methods. The pipeline is tested on a set of 305 full-field digital mammography images corresponding to 84 patients (51 cases and 49 controls) from the breast cancer digital repository (BCDR). OpenBreast achieves a competitive AUC of 0.846 in breast cancer risk assessment. In addition, used jointly with widely accepted risk factors such as patient age and breast density, mammographic image analysis using OpenBreast shows a statistically significant improvement in performance with an AUC of 0.876 ( ). Our framework will be made publicly available and it is easy to incorporate new methods.",5
35,Imaging of a breast cancer phantom was demonstrated by use of radar-based ultra-wide-band (UWB) complementary metal oxide semiconductor integrated circuits (CMOS) with 16 cross-shaped dome array antennas on a hemispherical breast phantom. The dome antenna array was rotated and the combinations of transmitter and receiver antennas were selected by two CMOS switching matrices. A breast cancer phantom target in a silicone-based breast phantom was successfully detected by confocal imaging.,5
36,"Data mining has become a fundamental methodology for computing applications in the domain area of medicine. Data mining is defined as the procedure that finds the valuable data from raw information sets by investigating and compressing them by considering alternate points of view. Medical data mining is a set of methods that extract valuable and novel information from human services databases to help doctors to get best diagnosis. In this area, cancer disease growth and diabetes are the top mortal disease in Gaza strip during the last few years. Therefore, data mining can be the part mostly utilized, as these include extravagant and drawn out tests. As an extension to the previous researches related to the discovery of breast cancer, we proposed a model to help in resolving the difficulty of determining the degree of risk for the disease and to get best practices, abatement time and expense with the objective of advancing well-being, based on data collected from hospitals in the Gaza Strip. The model is applying classification techniques such as Support vector machine, artificial neural networks and k-nearest neighbors on the collected breast cancer data, which in turn predicts the severity of breast cancer. We also applied association rules to see what the top attributes related to high severity breast cancer are. After evaluation and testing using the mentioned classification techniques on the breast cancer dataset, we obtained an accuracy of 77%, which is an accepted rate of prediction for the severity of breast cancer. Additionally, we were able to list the most related attributes to high severity of breast cancer.",5
37,"Research on Computer-aided diagnosis (CAD) of breast cancer in the last decade is reported tremendous. In this paper, a breast cancer diagnosis system based on rough set theory, SOM neutral work, and Genetic Algorithm is proposed. With this system, we transform data to knowledge which is very important to early diagnosis and further medical research of breast cancer. The system first discretizes breast cancer medical data by training SOM neural network; then reduce condition attributes by GA; finally induce diagnosis rules from decision table. Prior knowledge is not required by system. Specific diagnosis rules are available, and result is objective. Testing system on WDBC data set, we get 48 breast cancer diagnosis rules. Use these rules as classifier to evaluate performance of diagnosis system. The experiment result shows that diagnosis accuracy is substantially increased compared with traditional diagnosis method and other CAD methods.",5
